Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
c-HCCCHv=0,Cyclopropenylidene,"11(11,0)-11(8,3)",318.5949983,-5.23309,218.45038,-4.5667
c-HCCCHv=0,Cyclopropenylidene,"7(2,5)-6(3,4)",318.6969695,-2.88248,70.03205,-2.187
c-HCCCHv=0,Cyclopropenylidene,"13(4,9)-13(3,10)",318.7129614,-3.20589,227.76531,-2.4835
c-HCCCHv=0,Cyclopropenylidene,"7(3,5)-6(2,4)",318.7902377,-2.88193,70.03235,-2.6637
c-HCCCHv=0,Cyclopropenylidene,"10(6,4)-9(9,1)",318.8590764,-5.67077,163.76985,-5.4422
c-HCCCHv=0,Cyclopropenylidene,"12(4,9)-12(3,10)",319.1307938,-3.28398,185.92122,-2.535
c-HCCCHv=0,Cyclopropenylidene,"11(2,9)-11(1,10)",319.4722657,-3.40866,147.27833,-2.6404
c-HCCCHv=0,Cyclopropenylidene,"10(2,9)-10(1,10)",319.7481633,-3.65279,111.84074,-2.8731
c-HCCCHv=0,Cyclopropenylidene,"13(12,1)-13(9,4)",320.2290329,-4.5985,293.58073,-3.9734
c-HCCCHv=0,Cyclopropenylidene,"8(6,2)-8(3,5)",321.9536148,-5.37777,111.22965,-5.169
c-HCCCHv=0,Cyclopropenylidene,"8(8,1)-8(5,4)",323.6870965,-5.58998,118.51402,-4.9169
c-HCCCHv=0,Cyclopropenylidene,"13(6,7)-12(9,4)",324.4704877,-5.52128,253.41359,-4.8436
c-HCCCHv=0,Cyclopropenylidene,"6(4,3)-5(3,2)",326.152758,-3.02533,60.37402,-2.3878
c-HCCCHv=0,Cyclopropenylidene,"16(7,9)-15(10,6)",328.3150636,-5.6888,372.4578,-5.5784
c-HCCCHv=0,Cyclopropenylidene,"16(8,9)-15(9,6)",329.8837111,-5.6819,372.45784,-5.0964
c-HCCCHv=0,Cyclopropenylidene,"7(5,2)-7(2,5)",330.7067894,-5.71206,85.9034,-5.0552
c-HCCCHv=0,Cyclopropenylidene,"15(13,2)-15(10,5)",334.5833244,-4.22085,380.62567,-3.6803
c-HCCCHv=0,Cyclopropenylidene,"4(4,1)-3(1,2)",336.9485895,-3.88372,32.22035,-3.3789
c-HCCCHv=0,Cyclopropenylidene,"5(5,1)-4(4,0)",338.2039881,-2.75491,48.77695,-2.6656
c-HCCCHv=0,Cyclopropenylidene,"6(4,2)-6(1,5)",338.7022843,-6.12817,63.74334,-5.9886
c-HCCCHv=0,Cyclopropenylidene,"13(7,7)-12(8,4)",341.9597298,-5.42527,253.41414,-5.2469
c-HCCCHv=0,Cyclopropenylidene,"9(9,1)-9(6,4)",345.2982529,-5.48029,148.46713,-5.3067
c-HCCCHv=0,Cyclopropenylidene,"12(6,6)-11(9,3)",345.6549821,-5.2799,221.9918,-5.094
c-HCCCHv=0,Cyclopropenylidene,"11(6,5)-10(9,2)",346.8409317,-5.23308,192.13988,-4.5645
c-HCCCHv=0,Cyclopropenylidene,"8(6,3)-7(7,0)",347.483805,-4.33807,108.66101,-3.6807
c-HCCCHv=0,Cyclopropenylidene,"4(2,2)-3(1,3)",349.0744868,-4.04879,28.82195,-4.0311
c-HCCCHv=0,Cyclopropenylidene,"5(5,0)-4(4,1)",349.2639776,-2.74235,48.98229,-2.1898
c-HCCCHv=0,Cyclopropenylidene,"18(9,10)-18(8,11)",349.8676169,-2.94746,469.71369,-2.4779
c-HCCCHv=0,Cyclopropenylidene,"17(7,10)-17(6,11)",350.6468694,-2.97229,411.89101,-2.4441
c-HCCCHv=0,Cyclopropenylidene,"16(7,10)-16(6,11)",351.3167039,-3.00403,357.25023,-2.4231
c-HCCCHv=0,Cyclopropenylidene,"7(3,4)-6(4,3)",351.5232708,-2.86601,77.2444,-2.2224
c-HCCCHv=0,Cyclopropenylidene,"10(1,10)-9(0,9)",351.7815686,-2.57126,96.49544,-1.8097
c-HCCCHv=0,Cyclopropenylidene,"15(5,10)-15(4,11)",351.889019,-3.04558,305.79654,-2.418
c-HCCCHv=0,Cyclopropenylidene,"9(1,8)-8(2,7)",351.9659336,-2.63284,93.3423,-1.9104
c-HCCCHv=0,Cyclopropenylidene,"8(3,6)-7(2,5)",352.1936357,-2.71934,86.9346,-2.0362
c-HCCCHv=0,Cyclopropenylidene,"14(5,10)-14(4,11)",352.3748615,-3.1021,257.53478,-2.4342
c-HCCCHv=0,Cyclopropenylidene,"13(3,10)-13(2,11)",352.7843238,-3.18331,212.46961,-2.4817
c-HCCCHv=0,Cyclopropenylidene,"12(3,10)-12(2,11)",353.1266811,-3.31169,170.60536,-2.5833
c-HCCCHv=0,Cyclopropenylidene,"11(1,10)-11(0,11)",353.4104396,-3.5604,131.94617,-2.8126
c-HCCCHv=0,Cyclopropenylidene,"7(4,4)-6(3,3)",354.1429712,-2.85204,77.2592,-2.6887
c-HCCCHv=0,Cyclopropenylidene,"4(3,2)-3(0,3)",354.2400917,-4.05026,29.06842,-3.562
c-HCCCHv=0,Cyclopropenylidene,"11(7,4)-10(10,1)",355.7547414,-5.63686,198.85107,-4.9887
c-HCCCHv=0,Cyclopropenylidene,"10(6,5)-9(7,2)",356.3174375,-4.82467,156.85984,-4.1559
c-HCCCHv=0,Cyclopropenylidene,"14(13,1)-14(10,4)",356.5831068,-4.62987,339.60197,-4.5629
c-HCCCHv=0,Cyclopropenylidene,"16(10,7)-15(13,2)",358.4144524,-6.16195,397.82676,-5.6482
c-HCCCHv=0,Cyclopropenylidene,"6(5,2)-6(2,5)",358.8404013,-6.15752,64.70995,-5.5666
c-HCCCHv=0,Cyclopropenylidene,"7(5,2)-6(6,1)",359.0190682,-3.74958,85.90339,-3.1274
c-HCCCHv=0,Cyclopropenylidene,"16(14,2)-16(11,5)",359.5776358,-4.21413,432.59777,-4.2292
c-HCCCHv=0,Cyclopropenylidene,"12(12,0)-12(9,3)",362.0349099,-5.26966,258.47232,-5.1561
c-HCCCHv=0,Cyclopropenylidene,"15(7,8)-14(10,5)",362.5974797,-5.40931,334.62112,-4.8361
c-HCCCHv=0,Cyclopropenylidene,"7(6,2)-7(3,5)",362.8457154,-5.77995,87.4461,-5.6416
c-HCCCHv=0,Cyclopropenylidene,"18(8,10)-17(11,7)",362.9277745,-5.57038,469.71375,-5.5934
c-HCCCHv=0,Cyclopropenylidene,"18(9,10)-17(10,7)",363.4868086,-5.56825,469.71367,-5.1148
c-HCCCHv=0,Cyclopropenylidene,"16(13,3)-16(10,6)",366.504895,-4.12095,425.3682,-4.1336
c-HCCCHv=0,Cyclopropenylidene,"5(4,1)-4(3,2)",368.2936196,-3.17972,46.74366,-2.6463
c-HCCCHv=0,Cyclopropenylidene,"15(12,3)-15(9,6)",368.6311034,-4.24979,374.31741,-3.741
c-HCCCHv=0,Cyclopropenylidene,"8(7,2)-8(4,5)",368.802328,-5.50318,113.47946,-4.8779
c-HCCCHv=0,Cyclopropenylidene,"10(10,1)-10(7,4)",370.2727011,-5.4046,181.77758,-4.7881
c-HCCCHv=0,Cyclopropenylidene,"17(14,3)-17(11,6)",370.458819,-4.0254,479.80701,-3.6187
c-HCCCHv=0,Cyclopropenylidene,"15(8,8)-14(9,5)",370.6414608,-5.37414,334.62129,-5.2873
c-HCCCHv=0,Cyclopropenylidene,"9(6,4)-8(7,1)",371.2182708,-4.30045,131.89553,-4.1334
c-HCCCHv=0,Cyclopropenylidene,"7(4,3)-6(5,2)",373.6699511,-3.01604,82.64314,-2.406
c-HCCCHv=0,Cyclopropenylidene,"6(5,2)-5(4,1)",374.3576975,-2.82538,64.70996,-2.2523
c-HCCCHv=0,Cyclopropenylidene,"14(11,3)-14(8,6)",375.5829017,-4.40678,326.62221,-4.3429
c-HCCCHv=0,Cyclopropenylidene,"9(8,2)-9(5,5)",377.1466644,-5.29126,142.82463,-5.1467
c-HCCCHv=0,Cyclopropenylidene,"18(11,8)-17(14,3)",384.2456294,-6.16415,498.24782,-5.7754
c-HCCCHv=0,Cyclopropenylidene,"18(8,11)-18(7,12)",384.3524269,-2.87275,452.92282,-2.4185
c-HCCCHv=0,Cyclopropenylidene,"17(6,11)-17(5,12)",384.9885867,-2.90628,395.06276,-2.3931
c-HCCCHv=0,Cyclopropenylidene,"11(0,11)-10(1,10)",385.2665728,-2.44869,114.98511,-1.7127
c-HCCCHv=0,Cyclopropenylidene,"10(2,9)-9(1,8)",385.4483359,-2.50313,111.84077,-1.8023
c-HCCCHv=0,Cyclopropenylidene,"16(6,11)-16(5,12)",385.5404206,-2.94987,340.38985,-2.3837
c-HCCCHv=0,Cyclopropenylidene,"9(2,7)-8(3,6)",385.6524532,-2.57671,105.44287,-1.9103
c-HCCCHv=0,Cyclopropenylidene,"8(3,5)-7(4,4)",385.8771783,-2.68623,95.77837,-2.5315
c-HCCCHv=0,Cyclopropenylidene,"13(10,3)-13(7,6)",385.8994997,-4.58522,282.23378,-4.0224
c-HCCCHv=0,Cyclopropenylidene,"15(4,11)-15(3,12)",386.0165838,-3.00872,288.90853,-2.3957
c-HCCCHv=0,Cyclopropenylidene,"8(4,5)-7(3,4)",386.218136,-2.68487,95.77991,-2.0534
c-HCCCHv=0,Cyclopropenylidene,"14(4,11)-14(3,12)",386.4250962,-3.09262,240.62349,-2.4391
c-HCCCHv=0,Cyclopropenylidene,"12(8,4)-11(11,1)",386.67403,-5.68581,237.00283,-5.5689
c-HCCCHv=0,Cyclopropenylidene,"13(2,11)-13(1,12)",386.7733857,-3.22427,195.53869,-2.5369
c-HCCCHv=0,Cyclopropenylidene,"12(2,11)-12(1,12)",387.0683245,-3.47685,153.65806,-2.7626
c-HCCCHv=0,Cyclopropenylidene,"10(9,2)-10(6,5)",388.2795266,-5.12711,175.49425,-4.5215
c-HCCCHv=0,Cyclopropenylidene,"14(7,7)-13(10,4)",391.5630745,-5.14503,298.37694,-5.0578
c-HCCCHv=0,Cyclopropenylidene,"17(15,2)-17(12,5)",391.6887302,-4.23157,487.94102,-3.8601
c-HCCCHv=0,Cyclopropenylidene,"12(7,6)-11(8,3)",392.4979732,-4.93456,221.99715,-4.3251
c-HCCCHv=0,Cyclopropenylidene,"16(11,6)-15(14,1)",394.9296785,-6.09837,407.93471,-5.6401
c-HCCCHv=0,Cyclopropenylidene,"12(7,5)-11(10,2)",397.7492472,-5.02652,230.58741,-4.9122
c-HCCCHv=0,Cyclopropenylidene,"9(7,3)-8(8,0)",398.0299309,-4.18127,137.65268,-4.0519
c-HCCCHv=0,Cyclopropenylidene,"12(9,3)-12(6,6)",398.0998302,-4.77923,241.09746,-4.6805
c-HCCCHv=0,Cyclopropenylidene,"15(14,1)-15(11,4)",398.3596798,-4.66582,388.98125,-4.2109
c-HCCCHv=0,Cyclopropenylidene,"17(8,9)-16(11,6)",398.4582564,-5.3161,427.05767,-4.8637
c-HCCCHv=0,Cyclopropenylidene,"11(11,1)-11(8,4)",398.5157939,-5.35357,218.44545,-5.2587
c-HCCCHv=0,Cyclopropenylidene,"7(5,3)-6(4,2)",399.2743721,-2.80285,82.90539,-2.6982
c-HCCCHv=0,Cyclopropenylidene,"17(9,9)-16(10,6)",401.7087734,-5.30396,427.05771,-5.3321
c-HCCCHv=0,Cyclopropenylidene,"8(6,2)-7(7,1)",402.4076949,-3.79062,111.22959,-3.6759
c-HCCCHv=0,Cyclopropenylidene,"11(10,2)-11(7,5)",402.5351969,-5.00051,211.4986,-4.8998
c-HCCCHv=0,Cyclopropenylidene,"13(7,6)-12(10,3)",406.7095852,-4.96465,263.71374,-4.3971
c-HCCCHv=0,Cyclopropenylidene,"13(13,0)-13(10,3)",408.7455833,-5.29474,301.85033,-4.7845
c-HCCCHv=0,Cyclopropenylidene,"6(6,1)-5(5,0)",410.296084,-2.47519,68.6733,-1.9464
c-HCCCHv=0,Cyclopropenylidene,"17(11,7)-16(14,2)",410.4463769,-5.89389,452.29609,-5.9676
c-HCCCHv=0,Cyclopropenylidene,"11(8,3)-11(5,6)",410.8256285,-4.98644,203.16028,-4.4051
c-HCCCHv=0,Cyclopropenylidene,"13(9,4)-12(12,1)",411.3662822,-5.79968,278.21225,-5.2579
c-HCCCHv=0,Cyclopropenylidene,"5(3,2)-4(2,3)",411.810838,-3.53147,44.72129,-3.0421
c-HCCCHv=0,Cyclopropenylidene,"5(5,1)-4(2,2)",415.7961666,-3.66733,48.77694,-3.665
c-HCCCHv=0,Cyclopropenylidene,"6(6,0)-5(5,1)",417.0908716,-2.4649,68.79394,-2.4203
c-HCCCHv=0,Cyclopropenylidene,"8(4,4)-7(5,3)",417.3808229,-2.70349,102.93645,-2.5921
c-HCCCHv=0,Cyclopropenylidene,"19(7,12)-19(6,13)",418.0089532,-2.78252,495.55405,-2.4024
c-HCCCHv=0,Cyclopropenylidene,"18(7,12)-18(6,13)",418.625296,-2.81766,434.47697,-2.3726
c-HCCCHv=0,Cyclopropenylidene,"12(1,12)-11(0,11)",418.74916,-2.33659,135.08192,-1.6285
c-HCCCHv=0,Cyclopropenylidene,"11(1,10)-10(2,9)",418.9288491,-2.38544,131.94611,-1.7092
c-HCCCHv=0,Cyclopropenylidene,"10(3,8)-9(2,7)",419.1216608,-2.44949,125.55745,-1.8037
c-HCCCHv=0,Cyclopropenylidene,"17(5,12)-17(4,13)",419.1671161,-2.86309,376.58634,-2.3589
c-HCCCHv=0,Cyclopropenylidene,"9(3,6)-8(4,5)",419.3992461,-2.53901,115.90771,-1.923
c-HCCCHv=0,Cyclopropenylidene,"9(4,6)-8(3,5)",419.4343845,-2.53885,115.90796,-2.4
c-HCCCHv=0,Cyclopropenylidene,"16(5,12)-16(4,13)",419.6413851,-2.92394,321.88684,-2.3666
c-HCCCHv=0,Cyclopropenylidene,"15(3,12)-15(2,13)",420.0546104,-3.01024,270.38278,-2.4059
c-HCCCHv=0,Cyclopropenylidene,"12(11,2)-12(8,5)",420.155892,-4.9042,250.84484,-4.3651
c-HCCCHv=0,Cyclopropenylidene,"14(8,7)-13(9,4)",420.204109,-4.9968,298.37875,-4.4621
c-HCCCHv=0,Cyclopropenylidene,"14(3,12)-14(2,13)",420.4128636,-3.14475,222.07821,-2.4998
c-HCCCHv=0,Cyclopropenylidene,"13(1,12)-13(0,13)",420.7218023,-3.40059,176.9767,-2.7217
c-HCCCHv=0,Cyclopropenylidene,"10(7,3)-10(4,6)",422.9040708,-5.20971,168.37588,-5.1068
c-HCCCHv=0,Cyclopropenylidene,"5(4,2)-4(1,3)",423.1461277,-3.54918,45.25551,-3.5491
c-HCCCHv=0,Cyclopropenylidene,"8(5,4)-7(4,3)",423.746729,-2.6718,102.97968,-2.0897
c-HCCCHv=0,Cyclopropenylidene,"4(4,0)-3(1,3)",426.6666653,-5.62505,32.54576,-5.6972
c-HCCCHv=0,Cyclopropenylidene,"12(12,1)-12(9,4)",429.8268773,-5.32022,258.46987,-4.8017
c-HCCCHv=0,Cyclopropenylidene,"6(5,1)-5(4,2)",429.8501951,-2.84457,65.88504,-2.8084
c-HCCCHv=0,Cyclopropenylidene,"14(10,4)-13(13,1)",430.0622038,-5.95675,322.48882,-5.9438
c-HCCCHv=0,Cyclopropenylidene,"11(7,5)-10(8,2)",430.1157594,-4.34697,192.1801,-4.2461
c-HCCCHv=0,Cyclopropenylidene,"8(5,3)-7(6,2)",430.9936983,-2.95911,108.13052,-2.8687
c-HCCCHv=0,Cyclopropenylidene,"16(8,8)-15(11,5)",431.9262165,-5.05932,385.99344,-5.084
c-HCCCHv=0,Cyclopropenylidene,"10(7,4)-9(8,1)",433.2882766,-3.96878,164.00746,-3.3926
c-HCCCHv=0,Cyclopropenylidene,"9(6,3)-9(3,6)",433.3892626,-5.45934,136.70706,-4.8872
c-HCCCHv=0,Cyclopropenylidene,"13(12,2)-13(9,5)",441.2736055,-4.83274,293.53759,-4.8197
c-HCCCHv=0,Cyclopropenylidene,"8(5,3)-8(2,6)",441.6539002,-5.75677,108.1305,-5.6766
c-HCCCHv=0,Cyclopropenylidene,"9(7,2)-8(8,1)",442.6835651,-3.83193,139.75945,-3.2731
c-HCCCHv=0,Cyclopropenylidene,"15(11,4)-14(14,1)",443.435135,-6.13482,369.86311,-5.6972
c-HCCCHv=0,Cyclopropenylidene,"13(8,5)-12(11,2)",444.1830534,-4.89836,272.16216,-4.38
c-HCCCHv=0,Cyclopropenylidene,"16(15,1)-16(12,4)",444.5247162,-4.69641,441.71341,-4.8138
c-HCCCHv=0,Cyclopropenylidene,"10(8,3)-9(9,0)",446.0829773,-4.07617,169.89459,-3.5207
c-HCCCHv=0,Cyclopropenylidene,"16(9,8)-15(10,5)",446.4399964,-5.002,385.99391,-4.5634
c-HCCCHv=0,Cyclopropenylidene,"7(4,3)-7(1,6)",447.5123522,-6.14401,82.64317,-5.6097
c-HCCCHv=0,Cyclopropenylidene,"7(6,2)-6(5,1)",449.263449,-2.56511,87.44608,-2.5165
c-HCCCHv=0,Cyclopropenylidene,"13(0,13)-12(1,12)",452.2291163,-2.23347,156.78527,-1.5556
c-HCCCHv=0,Cyclopropenylidene,"12(2,11)-11(1,10)",452.4070448,-2.27771,153.65815,-1.6289
c-HCCCHv=0,Cyclopropenylidene,"5(2,3)-4(1,4)",452.4426038,-3.90139,41.02111,-3.4461
c-HCCCHv=0,Cyclopropenylidene,"11(2,9)-10(3,8)",452.5918721,-2.33426,147.27832,-1.7126
c-HCCCHv=0,Cyclopropenylidene,"8(6,3)-8(3,6)",452.7095107,-5.74928,108.66108,-5.2031
c-HCCCHv=0,Cyclopropenylidene,"18(6,13)-18(5,14)",452.7728821,-2.78369,414.3862,-2.3424
c-HCCCHv=0,Cyclopropenylidene,"10(4,7)-9(3,6)",452.8403231,-2.41027,137.64056,-1.8144
c-HCCCHv=0,Cyclopropenylidene,"9(4,5)-8(5,4)",452.9816442,-2.52538,124.71915,-1.9544
c-HCCCHv=0,Cyclopropenylidene,"9(7,3)-9(4,6)",453.088702,-5.45484,137.65263,-5.3798
c-HCCCHv=0,Cyclopropenylidene,"5(3,3)-4(0,4)",453.2414789,-3.90037,41.0593,-3.923
c-HCCCHv=0,Cyclopropenylidene,"16(4,13)-16(3,14)",453.6737706,-2.93483,301.74738,-2.381
c-HCCCHv=0,Cyclopropenylidene,"9(5,5)-8(4,4)",453.9933919,-2.52152,124.72454,-2.4286
c-HCCCHv=0,Cyclopropenylidene,"15(2,13)-15(1,14)",454.0453598,-3.07172,250.22348,-2.4708
c-HCCCHv=0,Cyclopropenylidene,"14(2,13)-14(1,14)",454.3707904,-3.33051,201.90166,-2.6889
c-HCCCHv=0,Cyclopropenylidene,"10(8,3)-10(5,6)",454.5355986,-5.21902,169.89452,-4.6714
c-HCCCHv=0,Cyclopropenylidene,"17(13,4)-17(10,7)",454.7214799,-4.22802,474.09222,-3.8991
c-HCCCHv=0,Cyclopropenylidene,"15(8,7)-14(11,4)",457.3325654,-4.83011,346.51387,-4.3716
c-HCCCHv=0,Cyclopropenylidene,"11(9,3)-11(6,6)",457.5194715,-5.02496,205.40308,-4.9691
c-HCCCHv=0,Cyclopropenylidene,"14(14,0)-14(11,3)",457.5753961,-5.30601,348.58224,-5.3568
c-HCCCHv=0,Cyclopropenylidene,"12(10,3)-12(7,6)",462.52788,-4.86369,244.19482,-4.3552
c-HCCCHv=0,Cyclopropenylidene,"13(13,1)-13(10,4)",463.9140938,-5.29878,301.84922,-5.3187
c-HCCCHv=0,Cyclopropenylidene,"14(8,6)-13(11,3)",464.8992304,-4.71706,308.59713,-4.7166
c-HCCCHv=0,Cyclopropenylidene,"14(13,2)-14(10,5)",465.9002954,-4.78103,339.57884,-4.3492
c-HCCCHv=0,Cyclopropenylidene,"18(9,9)-17(12,6)",468.8622854,-4.99319,484.83204,-5.1456
c-HCCCHv=0,Cyclopropenylidene,"13(11,3)-13(8,6)",470.0335272,-4.73023,286.28566,-4.7331
c-HCCCHv=0,Cyclopropenylidene,"16(12,4)-16(9,7)",470.1706985,-4.37754,420.37972,-4.4875
c-HCCCHv=0,Cyclopropenylidene,"13(8,6)-12(9,3)",471.5417188,-4.48895,263.72779,-4.4605
c-HCCCHv=0,Cyclopropenylidene,"6(4,2)-5(3,3)",472.6606046,-3.18315,63.74344,-3.1836
c-HCCCHv=0,Cyclopropenylidene,"8(6,3)-7(5,2)",474.1963571,-2.60059,108.66112,-2.0738
c-HCCCHv=0,Cyclopropenylidene,"18(10,9)-17(11,6)",475.1649535,-4.97243,484.83209,-4.6533
c-HCCCHv=0,Cyclopropenylidene,"14(12,3)-14(9,6)",480.4608917,-4.6209,331.68934,-4.1905
c-HCCCHv=0,Cyclopropenylidene,"10(8,2)-9(9,1)",480.7191076,-3.86301,171.53786,-3.8183
c-HCCCHv=0,Cyclopropenylidene,"7(7,1)-6(6,0)",481.8115592,-2.2426,91.91718,-2.2297
c-HCCCHv=0,Cyclopropenylidene,"9(5,4)-8(6,3)",481.8810076,-2.58151,131.78764,-2.0466
c-HCCCHv=0,Cyclopropenylidene,"9(6,3)-8(7,2)",483.9861806,-2.95617,136.70711,-2.4302
c-HCCCHv=0,Cyclopropenylidene,"14(9,5)-13(12,2)",485.4092124,-4.84271,316.83342,-4.8722
c-HCCCHv=0,Cyclopropenylidene,"14(1,14)-13(0,13)",485.7062327,-2.13792,180.09544,-1.4926
c-HCCCHv=0,Cyclopropenylidene,"7(7,0)-6(6,1)",485.7316202,-2.23624,91.9846,-1.7497
c-HCCCHv=0,Cyclopropenylidene,"13(1,12)-12(2,11)",485.8825941,-2.17835,176.9766,-1.5597
c-HCCCHv=0,Cyclopropenylidene,"12(3,10)-11(2,9)",486.0614602,-2.22899,170.6054,-1.6347
c-HCCCHv=0,Cyclopropenylidene,"11(3,8)-10(4,7)",486.2804119,-2.29493,160.97817,-1.7231
c-HCCCHv=0,Cyclopropenylidene,"19(5,14)-19(4,15)",486.3601719,-2.71051,453.78926,-2.3333
c-HCCCHv=0,Cyclopropenylidene,"15(11,4)-15(8,7)",486.5197664,-4.53057,369.86304,-4.1317
c-HCCCHv=0,Cyclopropenylidene,"10(4,6)-9(5,5)",486.648181,-2.38746,148.07985,-2.3139
c-HCCCHv=0,Cyclopropenylidene,"10(5,6)-9(4,5)",486.7704273,-2.38707,148.08039,-1.8365
c-HCCCHv=0,Cyclopropenylidene,"18(5,14)-18(4,15)",486.8476043,-2.77493,392.65664,-2.3325
c-HCCCHv=0,Cyclopropenylidene,"17(3,14)-17(2,15)",487.2831214,-2.8652,334.71703,-2.3634
c-HCCCHv=0,Cyclopropenylidene,"16(3,14)-16(2,15)",487.6709731,-3.00436,279.97467,-2.4492
c-HCCCHv=0,Cyclopropenylidene,"15(1,14)-15(0,15)",488.0151638,-3.26573,228.43292,-2.6634
c-HCCCHv=0,Cyclopropenylidene,"11(8,4)-10(9,1)",491.5000251,-3.73355,199.31978,-3.6988
c-HCCCHv=0,Cyclopropenylidene,"7(6,1)-6(5,2)",491.8652119,-2.55972,88.31559,-2.0731
c-HCCCHv=0,Cyclopropenylidene,"11(9,3)-10(10,0)",492.0755877,-4.00366,205.40304,-3.9782
c-HCCCHv=0,Cyclopropenylidene,"6(5,2)-5(2,3)",493.5969243,-3.24138,64.70995,-2.7842
c-HCCCHv=0,Cyclopropenylidene,"17(16,1)-17(13,4)",493.8750705,-4.71582,497.79439,-4.4557
c-HCCCHv=0,Cyclopropenylidene,"15(14,2)-15(11,5)",493.9272305,-4.74489,388.96901,-4.8571
c-HCCCHv=0,Cyclopropenylidene,"15(13,3)-15(10,6)",494.1559068,-4.53307,380.41686,-4.6331
c-HCCCHv=0,Cyclopropenylidene,"9(6,4)-8(5,3)",495.1862836,-2.51647,131.89557,-2.4702
c-HCCCHv=0,Cyclopropenylidene,"9(9,0)-9(4,5)",495.2230486,-6.34754,148.48605,-5.8482
c-HCCCHv=0,Cyclopropenylidene,"6(6,1)-5(3,2)",499.0803261,-3.57564,68.67319,-3.1288
c-HCCCHv=0,Cyclopropenylidene,"14(14,1)-14(11,4)",500.4171967,-5.28527,348.58159,-4.8963
c-HCCCHv=0,Cyclopropenylidene,"5(5,0)-4(2,3)",500.5950784,-4.89963,48.98224,-4.4981
c-HCCCHv=0,Cyclopropenylidene,"15(9,7)-14(10,4)",500.7030331,-4.60756,346.51859,-4.664
c-HCCCHv=0,Cyclopropenylidene,"17(9,8)-16(12,5)",500.7552088,-4.75654,440.537,-4.4193
c-HCCCHv=0,Cyclopropenylidene,"12(8,5)-11(9,2)",501.4549874,-3.94943,230.68071,-3.4551
c-HCCCHv=0,Cyclopropenylidene,"14(10,4)-14(7,7)",502.413223,-4.68616,322.48877,-4.7382
c-HCCCHv=0,Cyclopropenylidene,"15(15,0)-15(12,3)",507.3287134,-5.30522,398.66519,-4.9655
c-HCCCHv=0,Cyclopropenylidene,"16(14,3)-16(11,6)",511.361615,-4.46413,432.47614,-4.1495
c-HCCCHv=0,Cyclopropenylidene,"13(9,4)-13(6,7)",516.7226718,-4.84755,278.21227,-4.4011
c-HCCCHv=0,Cyclopropenylidene,"11(9,2)-10(10,1)",517.5264164,-3.87942,206.61484,-3.3996
c-HCCCHv=0,Cyclopropenylidene,"6(3,3)-5(2,4)",517.6952592,-3.40254,60.26319,-3.4359
c-HCCCHv=0,Cyclopropenylidene,"15(0,15)-14(1,14)",519.1803041,-2.04885,205.012,-1.4384
c-HCCCHv=0,Cyclopropenylidene,"14(2,13)-13(1,12)",519.3552208,-2.08615,201.90158,-1.5003
c-HCCCHv=0,Cyclopropenylidene,"13(2,11)-12(3,10)",519.5292987,-2.13198,195.53878,-1.5681
c-HCCCHv=0,Cyclopropenylidene,"15(9,6)-14(12,3)",519.5985955,-4.52973,356.62607,-4.1391
c-HCCCHv=0,Cyclopropenylidene,"12(4,9)-11(3,8)",519.7303042,-2.19022,185.92119,-1.646
c-HCCCHv=0,Cyclopropenylidene,"10(5,5)-9(6,4)",519.8513372,-2.39158,156.84431,-2.3582
c-HCCCHv=0,Cyclopropenylidene,"20(6,15)-20(5,16)",519.9306181,-2.64286,494.79559,-2.3311
c-HCCCHv=0,Cyclopropenylidene,"6(4,3)-5(1,4)",520.0236247,-3.40064,60.37407,-2.9589
c-HCCCHv=0,Cyclopropenylidene,"11(4,7)-10(5,6)",520.0507739,-2.2683,173.03873,-1.7419
c-HCCCHv=0,Cyclopropenylidene,"19(4,15)-19(3,16)",520.4311559,-2.7087,430.44781,-2.3259
c-HCCCHv=0,Cyclopropenylidene,"15(10,5)-14(13,2)",520.6995207,-4.85525,364.56839,-4.477
c-HCCCHv=0,Cyclopropenylidene,"18(4,15)-18(3,16)",520.8829793,-2.80071,369.29175,-2.3526
c-HCCCHv=0,Cyclopropenylidene,"16(9,7)-15(12,4)",521.2287575,-4.56603,397.8151,-4.6863
c-HCCCHv=0,Cyclopropenylidene,"17(2,15)-17(1,16)",521.2897083,-2.94175,311.33134,-2.4342
c-HCCCHv=0,Cyclopropenylidene,"16(2,15)-16(1,16)",521.6547703,-3.20538,256.57019,-2.6444
c-HCCCHv=0,Cyclopropenylidene,"10(6,5)-9(5,4)",522.4249111,-2.38262,156.85991,-1.8742
c-HCCCHv=0,Cyclopropenylidene,"8(7,2)-7(6,1)",524.3344209,-2.33033,113.47944,-1.8524
c-HCCCHv=0,Cyclopropenylidene,"17(10,8)-16(11,5)",525.0358984,-4.66501,440.53846,-4.8246
c-HCCCHv=0,Cyclopropenylidene,"16(15,2)-16(12,5)",525.1340023,-4.72021,441.70699,-4.43
c-HCCCHv=0,Cyclopropenylidene,"12(8,4)-12(5,7)",528.6479582,-5.02188,237.00275,-5.0358
c-HCCCHv=0,Cyclopropenylidene,"7(5,2)-6(4,3)",531.9465824,-2.9035,85.90331,-2.446
c-HCCCHv=0,Cyclopropenylidene,"17(15,3)-17(12,6)",532.2017034,-4.41155,487.87183,-4.6453
